time,ang,angvel,control
0.79457216,0.167203545570374,0,2
0.8031031,0.167203545570374,0,2
0.81219828,0.167203545570374,0,2
0.82110882,0.167203545570374,0,2
0.83023258,0.167203545570374,0,2
0.8389156,0.167203545570374,0,2
0.84818506,0.167203545570374,0,2
0.85699088,0.167203545570374,0,2
0.86657962,0.167203545570374,0,2
0.87508944,0.167203545570374,0,2
0.88296094,0.167203545570374,0,2
0.88986046,0.167203545570374,0,2
0.89672814,0.167203545570374,0,2
0.9040189,0.167203545570374,0,2
0.91093924,0.167203545570374,0,2
0.91812574,0.167203545570374,0,2
0.92502734,0.167203545570374,0,2
0.9319744,0.167203545570374,0,2
0.93888016,0.167203545570374,0,2
0.94711932,0.167203545570374,0,2
0.9556338,0.167203545570374,0,2
0.96498808,0.167203545570374,0,2
0.97371074,0.167203545570374,0,2
0.9827926,0.167203545570374,0,2
0.99111856,0.167203545570374,0,2
0.99811,0.167203545570374,0,2
1.00561788,0.167203545570374,0,2
1.0125114,0.167203545570374,0,2
1.01970576,0.167203545570374,0,2
1.02664142,0.167203545570374,0,2
1.03355342,0.167203545570374,0,2
1.04047144,0.167203545570374,0,2
1.04771872,0.167203545570374,0,2
1.05458562,0.167203545570374,0,2
1.06150644,0.167203545570374,0,2
1.0686582,0.167203545570374,0,2
1.07558022,0.167203545570374,0,2
1.08250236,0.167203545570374,0,2
1.08923756,0.167203545570374,0,2
1.09616012,0.167203545570374,0,2
1.10321206,0.167203545570374,0,2
1.1101283,0.167203545570374,0,2
1.11912642,0.167203545570374,0,2
1.12764306,0.167203545570374,0,2
1.1361698,0.167203545570374,0,2
1.14550168,0.167203545570374,0,2
1.15389484,0.167203545570374,0,2
1.16271832,0.167203545570374,0,2
1.1698648,0.167203545570374,0,2
1.17680674,0.167203545570374,0,2
1.18653698,0.167203545570374,0,2
1.19498754,0.167203545570374,0,2
1.20358172,0.167203545570374,0,2
1.21280628,0.167203545570374,0,2
1.22168352,0.167203545570374,0,2
1.23106908,0.167203545570374,0,2
1.23980502,0.167203545570374,0,2
1.24912338,0.167203545570374,0,2
1.25773608,0.167203545570374,0,2
1.26672728,0.167203545570374,0,2
1.27359668,0.167203545570374,0,2
1.28053674,0.167203545570374,0,2
1.28731002,0.167203545570374,0,2
1.29413774,0.167203545570374,0,2
1.3018636,0.167203545570374,0,2
1.31100374,0.167203545570374,0,2
1.31988404,0.167203545570374,0,2
1.32909186,0.167203545570374,0,2
1.33764612,0.167203545570374,0,2
1.34617404,0.167203545570374,0,2
1.35521748,0.167203545570374,0,2
1.36392176,0.167203545570374,0,2
1.37216532,0.167203545570374,0,2
1.37910784,0.167203545570374,0,2
1.38649336,0.167203545570374,0,2
1.39324848,0.167203545570374,0,2
1.40017178,0.167203545570374,0,2
1.4076758,0.167203545570374,0,2
1.41482604,0.167203545570374,0,2
1.42179154,0.167203545570374,0,2
1.42868354,0.167203545570374,0,2
1.43558564,0.167203545570374,0,2
1.44247736,0.167203545570374,0,2
1.44974162,0.167203545570374,0,2
1.45663706,0.167203545570374,0,2
1.46572206,0.167203545570374,0,2
1.47417792,0.167203545570374,0,2
1.48286664,0.167203545570374,0,2
1.49210508,0.167203545570374,0,2
1.50076198,0.167203545570374,0,2
1.50926496,0.167203545570374,0,2
1.51657914,0.167203545570374,0,2
1.52346976,0.167203545570374,0,2
1.53027408,0.167203545570374,0,2
1.53712628,0.167203545570374,0,2
1.54428104,0.167203545570374,0,2
1.55128878,0.167203545570374,0,2
1.55822824,0.167203545570374,0,2
1.56550298,0.167203545570374,0,2
1.57474342,0.167203545570374,0,2
1.58320514,0.167203545570374,0,2
1.5926263,0.167203545570374,0,2
1.60105752,0.167203545570374,0,2
1.61056494,0.167203545570374,0,2
1.61946044,0.167203545570374,0,2
1.62871234,0.167203545570374,0,2
1.63718138,0.167203545570374,0,2
1.64585842,0.167203545570374,0,2
1.65482208,0.167203545570374,0,2
1.66173334,0.167203545570374,0,2
1.66888624,0.167203545570374,0,2
1.67580974,0.167203545570374,0,2
1.68565326,0.167203545570374,0,2
1.69412536,0.167203545570374,0,2
1.70276478,0.167203545570374,0,2
1.71205798,0.167203545570374,0,2
1.72167906,0.167203545570374,0,-35
1.72864704,0.168898403644562,0,-35
1.73562832,0.17049378156662,0,-35
1.74253586,0.17338490486145,0,-35
1.74977974,0.176961928606033,0,-35
1.75671696,0.17883363366127,0,-35
1.76358098,0.181332468986511,0,-35
1.77080898,0.182109206914902,0.282578468322754,-38
1.77773412,0.181675642728806,0.282578468322754,-38
1.78463172,0.179566562175751,0.282578468322754,-38
1.7915679,0.175796866416931,0.282578468322754,-38
1.7984895,0.168790876865387,0.282578468322754,-38
1.80579336,0.161398738622665,0.282578468322754,-38
1.81269254,0.15000993013382,0.282578468322754,-38
1.8211148,0.133361667394638,-0.677531957626343,-27
1.83015574,0.11718112975359,-0.677531957626343,-27
1.83891702,0.095261462032795,-0.677531957626343,-27
1.84809344,0.0709425434470177,-0.677531957626343,-27
1.85666094,0.049117311835289,-0.677531957626343,-27
1.86567578,0.0214193239808083,-2.4264612197876,-2
1.8725791,0.0022408626973629,-2.4264612197876,-2
1.87953616,-0.0124224834144115,-2.4264612197876,-2
1.88650886,-0.027260459959507,-2.4264612197876,-2
1.89324364,-0.0422143340110779,-2.4264612197876,-2
1.90023218,-0.05722401663661,-2.4264612197876,-2
1.90771742,-0.0672332644462585,-2.4264612197876,-2
1.91480406,-0.0822063758969307,-2.16678357124329,4
1.92175876,-0.0921347737312317,-2.16678357124329,4
1.9286402,-0.0970770418643951,-2.16678357124329,4
1.93557684,-0.102001488208771,-2.16678357124329,4
1.94247796,-0.106905922293663,-2.16678357124329,4
1.94969386,-0.111787334084511,-2.16678357124329,4
1.95667252,-0.111787334084511,-2.16678357124329,4
1.96689526,-0.116645328700542,-0.688779056072235,-7
1.97529224,-0.116645328700542,-0.688779056072235,-7
1.98467474,-0.121476896107197,-0.688779056072235,-7
1.99314476,-0.121476896107197,-0.688779056072235,-7
2.0019816,-0.121476896107197,-0.688779056072235,-7
2.0111254,-0.121476896107197,-0.688779056072235,-7
2.02015374,-0.121476896107197,-0.0966313481330872,-12
2.02950518,-0.126279890537262,-0.0966313481330872,-12
2.03798778,-0.131051361560822,-0.0966313481330872,-12
2.04727834,-0.131051361560822,-0.0966313481330872,-12
2.0558248,-0.135790914297104,-0.0966313481330872,-12
2.06551448,-0.140497326850891,-0.380408614873886,-8
2.07399524,-0.145164266228676,-0.380408614873886,-8
2.08250112,-0.149793058633804,-0.380408614873886,-8
2.09078088,-0.1543800085783,-0.380408614873886,-8
2.09768176,-0.1543800085783,-0.380408614873886,-8
2.10496828,-0.158925592899323,-0.380408614873886,-8
2.1119134,-0.163424491882324,-0.380408614873886,-8
2.1191329,-0.167877197265625,-0.458543300628662,-6
2.12607188,-0.167877197265625,-0.458543300628662,-6
2.13295694,-0.1722801476717,-0.458543300628662,-6
2.1398698,-0.1722801476717,-0.458543300628662,-6
2.14723168,-0.176633790135384,-0.458543300628662,-6
2.15412114,-0.176633790135384,-0.458543300628662,-6
2.16186956,-0.180933028459549,-0.458543300628662,-6
2.1711888,-0.185178339481354,-0.350170731544495,-6
2.17983672,-0.185178339481354,-0.350170731544495,-6
2.18903512,-0.189366310834885,-0.350170731544495,-6
2.19761098,-0.189366310834885,-0.350170731544495,-6
2.20685332,-0.193498104810715,-0.350170731544495,-6
2.21518196,-0.193498104810715,-0.251301527023315,-6
2.22375834,-0.193498104810715,-0.251301527023315,-6
2.23219964,-0.19756743311882,-0.251301527023315,-6
2.239143,-0.19756743311882,-0.251301527023315,-6
2.24655364,-0.201575487852097,-0.251301527023315,-6
2.25330332,-0.201575487852097,-0.251301527023315,-6
2.2602925,-0.201575487852097,-0.251301527023315,-6
2.26766614,-0.205518305301666,-0.240404009819031,-5
2.27455356,-0.205518305301666,-0.240404009819031,-5
2.28150404,-0.205518305301666,-0.240404009819031,-5
2.28846112,-0.205518305301666,-0.240404009819031,-5
2.29521984,-0.205518305301666,-0.240404009819031,-5
2.3021441,-0.205518305301666,-0.240404009819031,-5
2.30959604,-0.209398448467255,-0.240404009819031,-5
2.31691084,-0.209398448467255,-0.0776028633117676,-6
2.32380936,-0.209398448467255,-0.0776028633117676,-6
2.33075374,-0.209398448467255,-0.0776028633117676,-6
2.3376647,-0.209398448467255,-0.0776028633117676,-6
2.3449261,-0.209398448467255,-0.0776028633117676,-6
2.35414046,-0.209398448467255,-0.0776028633117676,-6
2.36276768,-0.209398448467255,-0.0776028633117676,-6
2.37230296,-0.209398448467255,0,-7
2.38090906,-0.209398448467255,0,-7
2.39022446,-0.209398448467255,0,-7
2.39896948,-0.213209241628647,0,-7
2.40757588,-0.213209241628647,0,-7
2.4170851,-0.213209241628647,-0.0762158632278442,-6
2.42568472,-0.213209241628647,-0.0762158632278442,-6
2.43499662,-0.213209241628647,-0.0762158632278442,-6
2.4437394,-0.213209241628647,-0.0762158632278442,-6
2.45293796,-0.213209241628647,-0.0762158632278442,-6
2.46166038,-0.216951847076416,-0.0762158632278442,-6
2.47102674,-0.216951847076416,-0.0748521089553833,-6
2.47971896,-0.216951847076416,-0.0748521089553833,-6
2.4869777,-0.216951847076416,-0.0748521089553833,-6
2.49384732,-0.220623224973679,-0.0748521089553833,-6
2.50082442,-0.220623224973679,-0.0748521089553833,-6
2.50812932,-0.220623224973679,-0.0748521089553833,-6
2.51553698,-0.220623224973679,-0.0734275579452515,-5
2.52387078,-0.224223762750626,-0.0734275579452515,-5
2.53307988,-0.224223762750626,-0.0734275579452515,-5
2.54182358,-0.224223762750626,-0.0734275579452515,-5
2.55091396,-0.224223762750626,-0.0734275579452515,-5
2.55930064,-0.227749854326248,-0.0734275579452515,-5
2.56820192,-0.227749854326248,-0.142532587051392,-4
2.57510396,-0.227749854326248,-0.142532587051392,-4
2.58206634,-0.227749854326248,-0.142532587051392,-4
2.58901434,-0.227749854326248,-0.142532587051392,-4
2.59595606,-0.227749854326248,-0.142532587051392,-4
2.60285774,-0.227749854326248,-0.142532587051392,-4
2.61015834,-0.227749854326248,-0.142532587051392,-4
2.61757642,-0.227749854326248,0,-5
2.62445664,-0.227749854326248,0,-5
2.63125296,-0.227749854326248,0,-5
2.63819374,-0.227749854326248,0,-5
2.64555964,-0.227749854326248,0,-5
2.65252902,-0.227749854326248,0,-5
2.65946824,-0.227749854326248,0,-5
2.66673076,-0.227749854326248,0,-5
2.67361504,-0.227749854326248,0,-5
2.6805368,-0.227749854326248,0,-5
2.68729916,-0.227749854326248,0,-5
2.694159,-0.227749854326248,0,-5
2.70113362,-0.227749854326248,0,-5
2.70819052,-0.227749854326248,0,-5
2.71557276,-0.227749854326248,0,-5
2.7224829,-0.227749854326248,0,-5
2.72925644,-0.227749854326248,0,-5
2.73616656,-0.227749854326248,0,-5
2.74312406,-0.227749854326248,0,-5
2.75028544,-0.227749854326248,0,-5
2.75718878,-0.227749854326248,0,-5
2.76416704,-0.227749854326248,0,-5
2.77269484,-0.227749854326248,0,-5
2.78118518,-0.227749854326248,0,-5
2.79062974,-0.227749854326248,0,-5
2.7990688,-0.227749854326248,0,-5
2.80824448,-0.227749854326248,0,-5
2.81746838,-0.227749854326248,0,-5
2.82672212,-0.227749854326248,0,-5
2.83549216,-0.227749854326248,0,-5
2.84477444,-0.227749854326248,0,-5
2.8532437,-0.227749854326248,0,-5
2.86114422,-0.227749854326248,0,-5
2.86859872,-0.227749854326248,0,-5
2.87555486,-0.227749854326248,0,-5
2.88228024,-0.227749854326248,0,-5
2.88920778,-0.227749854326248,0,-5
2.89616306,-0.227749854326248,0,-5
2.90313028,-0.227749854326248,0,-5
2.91055802,-0.227749854326248,0,-5
2.91775954,-0.227749854326248,0,-5
2.92524528,-0.227749854326248,0,-5
2.93384758,-0.227749854326248,0,-5
2.94308984,-0.227749854326248,0,-5
2.95184204,-0.227749854326248,0,-5
2.9610129,-0.227749854326248,0,-5
2.96997096,-0.227749854326248,0,-5
2.97906432,-0.227749854326248,0,-5
2.98766294,-0.227749854326248,0,-5
2.99703184,-0.227749854326248,0,-5
3.0055163,-0.227749854326248,0,-5
3.01413306,-0.227749854326248,0,-5
3.0217818,-0.227749854326248,0,-5
3.0287185,-0.227749854326248,0,-5
3.0356642,-0.227749854326248,0,-5
3.04253982,-0.227749854326248,0,-5
3.04980948,-0.227749854326248,0,-5
3.0567458,-0.227749854326248,0,-5
3.06362138,-0.227749854326248,0,-5
3.0708686,-0.227749854326248,0,-5
3.07779764,-0.227749854326248,0,-5
3.08468212,-0.227749854326248,0,-5
3.09161288,-0.227749854326248,0,-5
3.09860342,-0.227749854326248,0,-5
3.10585534,-0.227749854326248,0,-5
3.11360306,-0.227749854326248,0,-5
3.12301722,-0.227749854326248,0,-5
3.1312435,-0.227749854326248,0,-5
3.13816752,-0.227749854326248,0,-5
3.14574826,-0.227749854326248,0,-5
3.15263078,-0.227749854326248,0,-5
3.16019056,-0.227749854326248,0,-5
3.1696765,-0.227749854326248,0,-5
3.17816574,-0.227749854326248,0,-5
3.18681874,-0.227749854326248,0,-5
3.19595704,-0.227749854326248,0,-5
3.20461408,-0.227749854326248,0,-5
3.21393178,-0.227749854326248,0,-5
3.22300492,-0.227749854326248,0,-5
3.23223046,-0.227749854326248,0,-5
3.24086604,-0.227749854326248,0,-5
3.24975008,-0.227749854326248,0,-5
3.25666858,-0.227749854326248,0,-5
3.26358262,-0.227749854326248,0,-5
3.27088034,-0.227749854326248,0,-5
3.2778244,-0.227749854326248,0,-5
3.28471886,-0.227749854326248,0,-5
3.29164722,-0.227749854326248,0,-5
3.2985926,-0.227749854326248,0,-5
3.30580764,-0.227749854326248,0,-5
3.31281144,-0.227749854326248,0,-5
3.3201097,-0.227749854326248,0,-5
3.32708518,-0.227749854326248,0,-5
3.33394852,-0.227749854326248,0,-5
3.3408386,-0.227749854326248,0,-5
3.34813296,-0.227749854326248,0,-5
3.35504618,-0.227749854326248,0,-5
3.36194966,-0.227749854326248,0,-5
3.36917228,-0.227749854326248,0,-5
3.37629776,-0.227749854326248,0,-5
3.38361906,-0.227749854326248,0,-5
3.39051922,-0.227749854326248,0,-5
3.3974607,-0.227749854326248,0,-5
3.40420112,-0.227749854326248,0,-5
3.41273592,-0.227749854326248,0,-5
3.42152332,-0.227749854326248,0,-5
3.43065974,-0.227749854326248,0,-5
3.43916688,-0.227749854326248,0,-5
3.44848164,-0.227749854326248,0,-5
3.45705526,-0.227749854326248,0,-5
3.46654438,-0.227749854326248,0,-5
3.47508118,-0.227749854326248,0,-5
3.4837222,-0.227749854326248,0,-5
3.492941,-0.227749854326248,0,-5
3.50092888,-0.227749854326248,0,-5
3.50824852,-0.227749854326248,0,-5
3.51560222,-0.227749854326248,0,-5
3.5224849,-0.227749854326248,0,-5
3.5292286,-0.227749854326248,0,-5
3.53616532,-0.227749854326248,0,-5
3.54355128,-0.227749854326248,0,-5
3.55181582,-0.227749854326248,0,-5
3.56024942,-0.227749854326248,0,-5
3.56993944,-0.227749854326248,0,-5
3.5785042,-0.227749854326248,0,-5
3.5869547,-0.227749854326248,0,-5
3.59610436,-0.227749854326248,0,-5
3.6048317,-0.227749854326248,0,-5
3.61415012,-0.227749854326248,0,-5
3.62315956,-0.227749854326248,0,-5
3.63248832,-0.227749854326248,0,-5
3.64028668,-0.227749854326248,0,-5
3.64761918,-0.227749854326248,0,-5
3.654545,-0.227749854326248,0,-5
3.66149278,-0.227749854326248,0,-5
3.66869874,-0.227749854326248,0,-5
3.67569518,-0.227749854326248,0,-5
3.68255984,-0.227749854326248,0,-5
3.68949218,-0.227749854326248,0,-5
3.69627754,-0.227749854326248,0,-5
3.70314342,-0.227749854326248,0,-5
3.7106467,-0.227749854326248,0,-5
3.71785912,-0.227749854326248,0,-5
3.7247536,-0.227749854326248,0,-5
3.73163516,-0.227749854326248,0,-5
3.7385523,-0.227749854326248,0,-5
3.74581578,-0.227749854326248,0,-5
3.7527913,-0.227749854326248,0,-5
3.7597084,-0.227749854326248,0,-5
3.76693036,-0.227749854326248,0,-5
3.77386692,-0.227749854326248,0,-5
3.78082774,-0.227749854326248,0,-5
3.7899422,-0.227749854326248,0,-5
3.79856112,-0.227749854326248,0,-5
3.8079298,-0.227749854326248,0,-5
3.81681108,-0.227749854326248,0,-5
3.8260509,-0.227749854326248,0,-5
3.83468112,-0.227749854326248,0,-5
3.84376734,-0.227749854326248,0,-5
3.85225618,-0.227749854326248,0,-5
3.86086852,-0.227749854326248,0,-5
3.87022558,-0.227749854326248,0,-5
3.87862256,-0.227749854326248,0,-5
3.88557216,-0.227749854326248,0,-5
3.8924779,-0.227749854326248,0,-5
3.89922764,-0.227749854326248,0,-5
3.90615292,-0.227749854326248,0,-5
3.91359598,-0.227749854326248,0,-5
3.92084218,-0.227749854326248,0,-5
3.92770992,-0.227749854326248,0,-5
3.9345736,-0.227749854326248,0,-5
3.9426898,-0.227749854326248,0,-5
3.95189712,-0.227749854326248,0,-5
3.96057474,-0.227749854326248,0,-5
3.97005758,-0.227749854326248,0,-5
3.978676,-0.227749854326248,0,-5
3.98723136,-0.227749854326248,0,-5
3.99672054,-0.227749854326248,0,-5
4.00518952,-0.227749854326248,0,-5
4.0149804,-0.227749854326248,0,-5
4.02371752,-0.227749854326248,0,-5
4.032892,-0.227749854326248,0,-5
4.0415527,-0.227749854326248,0,-5
4.04959624,-0.227749854326248,0,-5
4.0565654,-0.227749854326248,0,-5
4.0634894,-0.227749854326248,0,-5
4.07068916,-0.227749854326248,0,-5
4.07763194,-0.227749854326248,0,-5
4.08453786,-0.227749854326248,0,-5
4.09147224,-0.227749854326248,0,-5
4.09825064,-0.227749854326248,0,-5
4.10514068,-0.227749854326248,0,-5
4.11264728,-0.227749854326248,0,-5
4.11987442,-0.227749854326248,0,-5
4.1267542,-0.227749854326248,0,-5
4.13361708,-0.227749854326248,0,-5
4.14059068,-0.227749854326248,0,-5
4.1479841,-0.227749854326248,0,-5
4.1548321,-0.227749854326248,0,-5
4.16405092,-0.227749854326248,0,-5
4.17299752,-0.227749854326248,0,-5
4.18226492,-0.227749854326248,0,-5
4.19088034,-0.227749854326248,0,-5
4.2001336,-0.227749854326248,0,-5
4.20870202,-0.227749854326248,0,-5
4.21823294,-0.227749854326248,0,-5
4.22700862,-0.227749854326248,0,-5
4.23529982,-0.227749854326248,0,-5
4.24467246,-0.227749854326248,0,-5
4.25207288,-0.227749854326248,0,-5
4.25900612,-0.227749854326248,0,-5
4.26615008,-0.227749854326248,0,-5
4.2730703,-0.227749854326248,0,-5
4.28001616,-0.227749854326248,0,-5
4.28692516,-0.227749854326248,0,-5
4.29383794,-0.227749854326248,0,-5
4.30080964,-0.227749854326248,0,-5
4.30774506,-0.227749854326248,0,-5
4.31566428,-0.227749854326248,0,-5
4.32267948,-0.227749854326248,0,-5
4.33012908,-0.227749854326248,0,-5
4.33928902,-0.227749854326248,0,-5
4.34797176,-0.227749854326248,0,-5
4.35658692,-0.227749854326248,0,-5
4.3660021,-0.227749854326248,0,-5
4.37473802,-0.227749854326248,0,-5
4.38400774,-0.227749854326248,0,-5
4.39271372,-0.227749854326248,0,-5
4.40184512,-0.227749854326248,0,-5
4.41059978,-0.227749854326248,0,-5
4.42001268,-0.227749854326248,0,-5
4.42700156,-0.227749854326248,0,-5
4.43387018,-0.227749854326248,0,-5
4.44080376,-0.227749854326248,0,-5
4.44808258,-0.227749854326248,0,-5
4.4549589,-0.227749854326248,0,-5
4.46187252,-0.227749854326248,0,-5
4.46910552,-0.227749854326248,0,-5
4.47601512,-0.227749854326248,0,-5
4.4829415,-0.227749854326248,0,-5
4.48985132,-0.227749854326248,0,-5
4.49686002,-0.227749854326248,0,-5
4.50374684,-0.227749854326248,0,-5
4.51064828,-0.227749854326248,0,-5
4.51846948,-0.227749854326248,0,-5
4.52520276,-0.227749854326248,0,-5
4.53212018,-0.227749854326248,0,-5
4.54096336,-0.227749854326248,0,-5
4.5493038,-0.227749854326248,0,-5
4.55789372,-0.227749854326248,0,-5
4.5674872,-0.227749854326248,0,-5
4.5758737,-0.227749854326248,0,-5
4.58413418,-0.227749854326248,0,-5
4.59319844,-0.227749854326248,0,-5
4.60188884,-0.227749854326248,0,-5
4.61086076,-0.227749854326248,0,-5
4.61953284,-0.227749854326248,0,-5
4.62805948,-0.227749854326248,0,-5
4.63722928,-0.227749854326248,0,-5
4.64584866,-0.227749854326248,0,-5
4.65488528,-0.227749854326248,0,-5
4.66321244,-0.227749854326248,0,-5
4.67198372,-0.227749854326248,0,-5
4.68102388,-0.227749854326248,0,-5
4.68959098,-0.227749854326248,0,-5
4.69808118,-0.227749854326248,0,-5
4.7070585,-0.227749854326248,0,-5
4.71585494,-0.227749854326248,0,-5
4.72488486,-0.227749854326248,0,-5
4.73317236,-0.227749854326248,0,-5
4.74161644,-0.227749854326248,0,-5
4.74999546,-0.227749854326248,0,-5
4.75887154,-0.227749854326248,0,-5
4.76776522,-0.227749854326248,0,-5
4.77693874,-0.227749854326248,0,-5
4.78524358,-0.227749854326248,0,-5
4.79370336,-0.227749854326248,0,-5
4.8026279,-0.227749854326248,0,-5
4.8109105,-0.227749854326248,0,-5
4.81957534,-0.227749854326248,0,-5
4.82851972,-0.227749854326248,0,-5
4.83679924,-0.227749854326248,0,-5
4.84504534,-0.227749854326248,0,-5
4.85328248,-0.227749854326248,0,-5
4.8626423,-0.227749854326248,0,-5
4.87146052,-0.227749854326248,0,-5
4.88024786,-0.227749854326248,0,-5
4.88864308,-0.227749854326248,0,-5
4.8969494,-0.227749854326248,0,-5
4.90596834,-0.227749854326248,0,-5
4.91413736,-0.227749854326248,0,-5
4.9229266,-0.227749854326248,0,-5
4.93194756,-0.227749854326248,0,-5
4.94015254,-0.227749854326248,0,-5
4.94873738,-0.227749854326248,0,-5
4.9578104,-0.227749854326248,0,-5
4.9665381,-0.227749854326248,0,-5
4.97482878,-0.227749854326248,0,-5
4.98381716,-0.227749854326248,0,-5
4.99208718,-0.227749854326248,0,-5
5.00030112,-0.227749854326248,0,-5
5.0086665,-0.227749854326248,0,-5
5.0179344,-0.227749854326248,0,-5
5.0261563,-0.227749854326248,0,-5
5.03530172,-0.227749854326248,0,-5
5.04399396,-0.227749854326248,0,-5
5.05253606,-0.227749854326248,0,-5
5.06154472,-0.227749854326248,0,-5
5.07006226,-0.227749854326248,0,-5
5.07829724,-0.227749854326248,0,-5
5.08721764,-0.227749854326248,0,-5
5.09563584,-0.227749854326248,0,-5
5.10393108,-0.227749854326248,0,-5
5.11217644,-0.227749854326248,0,-5
5.12150766,-0.227749854326248,0,-5
5.12977968,-0.227749854326248,0,-5
5.13806994,-0.227749854326248,0,-5
5.14724522,-0.227749854326248,0,-5
5.15595936,-0.227749854326248,0,-5
5.1654967,-0.227749854326248,0,-5
5.1740809,-0.227749854326248,0,-5
5.18321736,-0.227749854326248,0,-5
